Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000019194.16	Scn1b	-1.137284301976023	7.628023239553853	95.57007498794722	7.727558626114701e-11	1.420354669596778e-9	277.5214262571803	337.5130796459872	331.4541329736458	323.31220584546867	190.57598045798537	195.9930622662252	173.26529385699845	188.22730878006175	63.603282657697726	61.066066940072425	41.911393151768515	42.04744029564272	151.1552101262129	145.75399920061588	147.60240671266592	132.7352199293296	148.3638136972614	169.9648630153164	226.99228880867332	209.38793520786186	244.52170636011326	245.49072141909508	244.06540826141682	239.17862472344314	246.6619288577952	256.77459420188836	259.3131945609465	230.01111021012795	219.05439894187526	183.80503453054004	195.25765826176095	205.5182711278571
ENSMUSG00000032060.11	Cryab	1.2270560526536578	10.035736793445539	95.2145620618313	8.066619161177258e-11	1.481192610375368e-9	476.10552539500935	491.00665596963154	662.3472188912896	710.8419002241269	332.24268461511997	437.2306925326209	387.37575042979427	372.3268257009116	2596.2513139095004	2483.6183176031773	2616.8784929556286	2408.1493244139137	1349.7403086038269	1161.067235393441	1481.2683676384668	1486.248480339553	984.6785553843531	1295.1512466641989	856.0965517029125	1028.9559377040646	857.9144733396594	860.5095813953544	930.4665861987987	871.5993254040052	804.4746743461487	798.8542930725416	972.8803748119899	939.800798998492	749.7213935616294	705.4517631514976	652.622066404337	824.1074992390295
ENSMUSG00000034981.10	Parm1	1.2260277033701583	5.887050022500316	95.14958351959369	8.130288288068316e-11	1.4913921433117925e-9	47.79962398170297	51.26051892234276	36.40572007835417	39.745093558462855	31.128156620046965	33.683179495702134	35.1643334090105	34.85035698277459	77.85191782935587	71.61906043152385	59.665218280336425	76.62794068434452	95.46855704499478	115.68290271641237	112.9093417884013	85.98840580236052	63.442781961823115	66.79903973814251	87.77829540982817	79.49629786829813	59.313430651069496	78.56536670203637	58.58538151687506	60.262207793048226	51.21311959652597	50.40390182481512	39.25257744672555	41.99861568683224	39.702594915706825	39.57070785174566	33.65362369357996	33.483075725099425
ENSMUSG00000031016.10	Wee1	1.2689146151935882	3.915825309246028	95.0609447372069	8.218006750622325e-11	1.5052698008818575e-9	7.09017908257646	6.8539345525379645	5.610470560020335	6.313517131072012	3.7174633085811486	2.1521199380612064	2.7836063603255488	3.8919180386854872	14.10802364035889	14.659388448376028	10.687626072421477	11.628840838678483	16.90630762609643	14.934638522356098	14.612324502984846	15.953958582782102	18.24357360288999	20.74710758036125	18.072001996141097	15.817515308499424	20.717930706289064	22.340072441533952	18.479410974331113	17.912421764692265	18.06979557321168	23.684852339962543	19.6490834837848	20.1052563152956	23.017762083032483	21.27603127645229	24.657110428959573	22.463329283927465
ENSMUSG00000084819.3	Gm11967	-3.998602724483316	0.6967207252287477	95.05659473968261	8.22233749201886e-11	1.5052698008818575e-9	8.921808678908713	6.681146286507596	6.296194739578376	5.231199908602525	3.00084387560165	2.5024650442572165	4.771896617700941	3.7150126732906923	0.6561871460632043	0.7064765517289652	1.8107135081375227	2.6929947205360696	0.48074808415440096	0.40363887898259726	0.4034077316774957	0.38598286893827666	0.3881611404870211	0.5222384059129834	0.39718685705804607	0.40872132580101866	0.2923901510968214	0.2083961981486376	0.4841767067510335	0.2078007165277525	0.1382892518358037	0.45286524550597596	0.3647161667523861	0.17444907865766246	0.40595700322808614	0.5420644911198036	0.16660209749297009	0.042383640158353705
ENSMUSG00000026213.16	Stk11ip	0.7696497913893928	4.498672313000386	94.80593032888599	8.476051734879418e-11	1.5501719318312339e-9	14.889376073410567	14.341426080520616	14.774239141386882	13.709351484613512	26.156609303751694	22.07174169034865	21.757576244993576	24.2360350590869	22.4509744974482	22.386475732911585	22.700164467870408	23.01286397549005	22.474972934218243	24.218332738955834	27.38690267277221	24.359807728549015	25.230474131656372	24.735109952787667	27.803079994063225	24.645895945801428	21.595101159579528	24.34067594376087	23.24048192404961	26.723172145468972	24.66158324405166	21.69224525973625	23.752140359749145	21.718910292878977	22.408826578190354	19.74018188494618	23.990702038987692	22.29379472329405
ENSMUSG00000038302.15	Afg1l	-0.9838120242365851	3.4902953820784375	94.76442264373755	8.518864367536414e-11	1.5564516170816281e-9	19.02531387158017	20.15863103687637	21.195111004521266	17.377204294093442	12.227319075212693	12.912719628367237	16.19036352434248	13.916555411057196	6.749353502364386	8.16863512936616	6.933707823843685	7.711757608807836	10.576457851396821	9.283694216599736	9.054262422094904	10.378650475895883	8.021996903398437	10.017482149785408	7.665706341220289	8.705764239561697	9.732415029365628	8.460885644834686	9.320401604957397	10.099114823248772	11.155332981421498	11.548063760402387	11.215022127635873	9.899985213822344	9.824159478119684	8.989236144403408	11.120690007655753	11.10451372148867
ENSMUSG00000020744.14	Slc25a19	-0.8739797912368322	4.304276644216901	94.75615268152629	8.527421855233009e-11	1.5564664026420329e-9	30.72410935783133	36.6311123984382	36.717412887244194	35.41582466858491	20.558019983599362	24.273910929295	20.22375233216113	20.28514856526981	12.842519858665568	12.495804008706072	13.160795742072727	12.608111646146144	19.830858471369037	18.80957176058903	20.260032746469786	17.197681160472104	16.13025183801621	16.806581426654194	18.310314110375923	15.940131706239729	17.125708849956684	17.922073040782834	18.358366797643356	16.831858038747953	18.06979557321168	22.009250931590433	20.013799650537187	16.572662472477933	18.836404949783194	15.855386365254253	13.70302251879679	16.656770582233005
ENSMUSG00000034614.15	Pik3ip1	-1.0156746214482122	5.411044296067377	94.6466500741465	8.641600333971669e-11	1.5757404700336423e-9	67.5339557615408	58.97839480503257	54.98261148819928	56.6412679759032	45.8636437106879	44.794124292204174	52.37724620857461	41.74966623317159	34.07486108485353	30.3784917243455	32.01871447316351	46.4541589292472	27.602952498531852	28.133629865087027	32.27261853419966	29.806454879122477	30.319697973597314	38.40826094396396	35.349630278166096	32.16636834054017	42.31303186586859	52.05737029752967	43.85834001986446	42.890067891328115	49.69193782633213	45.01480540329401	46.318953177553034	47.71182301287068	40.83927452474546	40.33863254749871	47.06509254176405	42.044571037086875
ENSMUSG00000000751.14	Rpa1	-0.687217714186596	5.656958683145011	94.49326443768598	8.804286090701078e-11	1.6038125118794959e-9	64.52062965144579	76.0268370533623	68.94644932647212	68.78727236139412	51.50702174540145	52.70191383205698	55.16085256890016	55.253442458307596	35.8559404813108	36.339387629558644	34.35939291051202	31.336665838965175	40.983774174162676	42.785721172155306	41.41652711888956	47.647440821158376	41.7488871101596	46.574170563694246	52.46838381736789	43.12009987200747	46.99127428341773	55.22499250938896	48.86149932295847	52.573581281521385	53.01087987039142	54.6608351325713	51.06026334533406	52.59639721528523	54.357642732240734	51.54129869730799	53.06276805151097	51.07228639081622
ENSMUSG00000037185.10	Krt80	1.87910675300599	4.299354732883433	94.45890272028296	8.841177319149745e-11	1.6089365503887771e-9	4.254107449545876	5.183647980911066	4.488376448016268	6.0128734581638215	7.076616900672548	5.2051272920550105	6.760186875076333	6.899309250397	71.61813994175543	60.05050689696204	101.4441201998022	117.63490574705287	20.75229229933164	17.80047456313254	18.7360479823548	16.125506524532447	12.679930589242689	10.207387024662857	16.522973253614715	15.000072656897386	8.729934511319383	8.127451727796867	9.683534135020672	5.111897626582712	8.896608534770039	8.287433992759361	8.342882314460832	8.678841663218707	10.79845628586709	8.130967366797053	9.74622270333875	9.409168115154523
ENSMUSG00000004056.17	Akt2	0.8996409029155578	8.61764810587205	94.39929614612191	8.905563504334275e-11	1.6190490798671878e-9	237.99367787181654	270.3560402488505	239.94112428353634	236.60657057874636	200.6982299488208	243.58994740799747	248.536282171924	233.45611386599762	412.50736232159005	352.5317993127536	351.32258432278036	431.12397298763807	434.67639275627084	460.59232480704173	499.5084179793347	442.72235067220333	396.14000837480984	478.98757065964446	578.0657517622802	466.26928847380213	476.1364760503811	506.56947845970825	520.8127442285285	503.9167375797998	441.1888097734924	444.8495306605202	403.0569537822307	384.3113202828304	407.45904414003	416.07966897537585	434.33166816417304	410.4007876533389
ENSMUSG00000039640.8	Mrpl12	-0.8056862609539505	6.060645196377663	94.35708899618955	8.951457497331772e-11	1.6257830125223143e-9	91.34514051386007	93.07527930169202	118.56794450176308	112.07996126017363	68.25800099129724	72.52143698257413	72.71461512687148	63.744899997257754	64.21259929332784	58.68170857798717	71.98690288449176	75.52626102594341	58.57114158614451	58.204726349290524	59.70434428826937	60.94240630681013	51.582302669164136	59.86751180511564	52.825851988720125	58.079300396324754	52.3796070679163	56.558728177540246	62.09566264082005	56.39711446563203	64.81156269371333	64.48801096005097	65.6489100154295	58.13515546266601	60.36580638001641	57.68469626333243	53.81247749022934	60.0576181043872
ENSMUSG00000026014.16	Raph1	0.9399061661522355	6.194374553170342	94.32128260112891	8.990589456243043e-11	1.631276715370897e-9	38.34605187160103	36.80390066446857	39.08627823480833	32.048615532013166	45.32617913595328	49.54880787629289	40.16346319898292	41.867603143434785	69.88393105573125	63.891973146988285	58.075323492703475	48.16788284231561	65.14136540292132	76.81247867038826	75.4820689049892	63.2154165350022	69.69648922522512	78.14585601207006	86.30870403871342	69.40088112101297	81.28446200491636	86.27602603353597	84.89231591701456	86.69445893537835	110.30872654769276	114.71076668666372	105.22061410806339	99.74126072251852	104.57452403155499	95.90024288727858	113.12282419772669	107.86636420301018
ENSMUSG00000137700.1	Gm39866	-4.20937958863858	-0.253913578917138	118.57105830945667	9.07118756992286e-11	1.6442649530922857e-9	5.317634311932346	4.55009100546638	2.6182195946761566	4.209011420714675	1.9259147261324021	1.6015776283246186	1.988290257375392	1.8869905642111453	0.5155756147639462	0.4415478448306032	0.26498246460549113	0.7344531056007463	0.2804363824234005	0.1614555515930389	0.2689384877849972	0.17154794175034518	0.12938704682900704	0.047476218719362126	0	0.12261639774030561	0	0	0	0	0	0	0	0	0.04059570032280861	0.09034408185330059	0	0.042383640158353705
ENSMUSG00000040463.17	Mybbp1a	0.7985423367280209	7.030349281630435	94.2400164869704	9.080082030473683e-11	1.6442649530922857e-9	86.20476067899213	92.55691450360092	82.09988586163091	81.0535342160483	143.86135117063432	146.34415578816203	132.19289796892963	139.46039638622995	247.24194253452873	227.7062235791421	222.27612405990615	275.78714115308026	143.74367716216588	149.18492967196795	159.1667616874208	142.6850005508496	114.29189136562287	130.89193500928138	162.36998716532923	133.6518735369331	98.95318113548143	119.16094610139098	109.94846049138053	109.67721818334778	94.58984825568973	93.10909447602866	90.22166175037151	93.37386935151383	90.36602891857197	84.11034020542284	90.92309470678842	93.03209014758639
ENSMUSG00000060459.15	Kng2	4.20145225437248	1.4411824149922314	94.11589841565787	9.21860344003079e-11	1.6664649364834579e-9	0.11816965137627435	0.40317262073752735	0.062338561778003725	0.30064367290819105	0.7166194329794985	0.6506409115068763	0.5680829306786834	1.2973060128951623	2.812230625985161	2.958370560365042	3.003134598862233	2.080950465868781	5.20810424500601	4.197844341419011	3.0927926095274674	4.331585529196216	5.391126951208626	1.7566200926163986	1.9462155995844257	3.0654099435076403	4.511162331208102	3.501056128897112	5.648728245428725	2.9507701746940858	2.535302950323068	3.034197144890039	3.966288313432199	1.7881030562410403	2.110976416786048	3.1168708239388705	2.873886181753734	1.7377292464925018
ENSMUSG00000140700.1	Gm75569	2.306631708680717	2.504464957825828	94.1136473358712	9.221136466534522e-11	1.6664649364834579e-9	0.5908482568813718	0.8639413301518443	0.7480627413360447	1.0221884878878496	8.509855766631544	4.454387778777845	3.0108395325970223	6.250656243949419	10.873958420475956	9.978981293171634	9.539368725797681	11.20040986041138	3.2851119083884064	3.713477686639895	4.482308129749953	4.588907441821734	4.226643529747563	4.795098090655575	5.5606159988126445	4.414190318651002	7.017363626323714	7.710659331499591	6.132904952179758	6.400262069054778	5.439377238874945	6.7024056334884445	6.245764355634612	5.713207326038446	6.1299507487441005	5.917537361391188	6.5807828509723185	5.38272230011092
ENSMUSG00000027187.11	Cat	0.8365848830025248	7.831940162007135	94.1058614299668	9.229903280708402e-11	1.6664649364834579e-9	117.75605759645738	124.8683202512799	143.62804633652058	144.91025034174808	231.2441332795719	252.14837785935714	280.97381751367686	230.7435649299441	343.6077119849536	309.9665870710835	312.72347197858045	398.68562749027177	226.03172423326083	236.69383863539502	257.0155481598623	228.8020673095229	219.3541733907766	271.516494856032	248.48009777551363	232.39894585045923	234.78929133074763	217.4822723879182	212.99740291155885	223.71825141377835	217.1141253822118	210.31062001297525	225.53135961550674	218.54108328838666	170.13658005289088	168.71757286103886	187.7605638745773	189.327720587366
ENSMUSG00000045374.19	Wdr81	0.8362297968116481	4.582533815182615	94.06749836214536	9.273229561452331e-11	1.672642840937011e-9	15.598393981668213	16.472481361561833	14.961254826720895	13.528965280868597	22.93182185534395	20.620311964679463	23.40501674396176	22.46698140513895	22.685327049613633	25.079917586378265	26.01244527543905	23.380090528290424	29.245508452726057	24.86415494532799	29.583233656349687	24.488468684861775	28.249505224333202	25.494729452297463	25.69798965165558	27.915666552209576	21.720411224335308	23.757166588944685	26.26658634124357	24.894525840024752	28.533682295454163	26.4020438129984	25.71248975604322	22.37309433784521	25.73767400466066	22.269816176838596	26.031577733276578	26.235473258020942
ENSMUSG00000042451.13	Mybph	3.564147575937541	8.343403646250659	94.04269697673223	9.301355062113283e-11	1.6760694960797262e-9	17.54819322937674	24.4207415989588	13.90149927649483	33.191061489064296	10.301404349080292	15.965726982361042	38.686447579218346	43.69562525251433	188.84128653490356	199.18223280308513	161.33015720064319	47.61704301311505	319.0564785171374	246.3408078430791	296.32539045776934	192.5196776293249	441.6842488586203	591.2688279309359	383.4044731181319	457.64526849940063	455.08438517140996	600.9312769814114	436.8887817250159	581.5926454178738	672.2240531738418	778.4300705002221	666.6555633025177	557.2339695022383	453.61635540706345	501.9517187769381	471.6088874782251	486.56418901790056
ENSMUSG00000110631.3	Gm42047	3.650083612433228	3.4937401359829474	93.98259810848148	9.369887093724965e-11	1.6867634001468414e-9	2.3043082018373497	2.591823990455533	0.7480627413360447	1.082317222469488	6.136053894886956	10.360205283224877	5.396787841447493	5.189224051580649	13.451836494295687	13.820447543197881	15.943111620430384	10.833183307611007	26.52126930918445	17.80047456313254	19.94627117738729	21.100396835292457	28.76705341164923	14.717627803002259	13.901539997031612	15.245305452377997	7.309753777420536	5.960131267051035	14.888433732594281	16.208455889164696	8.988801369327241	11.276344613098802	7.1119652516715295	6.411003640669096	9.539989575860023	10.88646186332272	4.706509254176405	5.467489580427628
ENSMUSG00000061751.17	Kalrn	-1.2129898265018255	3.794960308629745	93.92983003428522	9.430503869186137e-11	1.6960128505974129e-9	21.56596137617007	20.619399746290686	29.79783252988578	23.029305344767437	18.766471401150618	18.067797619537103	20.22375233216113	15.213861423952359	14.670469765555923	15.895722413901716	19.65286612490726	22.339615295356033	11.738265721436623	8.88005533761714	9.861077885449896	10.464424446771057	10.135318668272218	8.735624244362631	10.128264854980175	8.09268225086017	11.236135806434996	10.794923064099427	10.208058900667623	9.475712673665514	9.72634404578486	8.87615881191713	9.528209856406088	9.420250247513772	13.315389705881225	10.344397372202918	11.787098397627634	11.4435828427555
ENSMUSG00000017831.9	Rab5a	0.747113657064991	7.121684003512967	93.78347047608135	9.600832793426864e-11	1.7249558879931907e-9	80.76895671568352	85.58778777370938	80.10505188473479	82.31623764226272	94.8177087260999	97.49603812426116	95.04027430254374	102.89995420463902	160.43775721245342	144.60691918202255	136.15682306312152	179.26776219204882	131.76503739865205	141.5965187470951	147.15417589969096	131.36283639532684	143.66275099580747	173.95286538774283	179.92564624729488	144.76909359872081	178.81746240649895	182.05491870264981	163.81311911743302	178.2514546375061	151.42673076020506	155.28749268399915	152.13223105658906	149.54647267928115	153.04579021698848	142.11124075524182	159.60480939826533	152.19965180864816
ENSMUSG00000042717.6	Ppp1r3a	-1.2687071062540218	8.478772407646387	93.77222401740332	9.61405619098651e-11	1.7256432040947635e-9	805.2670893036216	705.6672784680264	647.4483026263467	657.9286137922853	559.6349884424271	575.7671573827004	677.8365528858051	702.3732690724672	295.70605032233965	269.2117209932188	287.10850040004965	445.93544395058643	259.5238407626841	325.49439201156645	294.3083517993819	289.5300386891451	220.21675370296995	297.343557839365	288.7945637669053	240.49162810131938	192.14209929219695	250.49223017466238	182.13113785618046	233.44332494727718	238.08799524397537	225.97975750748202	216.2310973633209	248.41548800851135	200.94871659790263	211.6761837822833	181.63793679171064	191.0654498338585
ENSMUSG00000000915.16	Hip1r	1.5030250208915723	5.236182424578098	93.61453810645091	9.801520852347165e-11	1.7575734950273304e-9	15.65747880735635	16.81805789362257	15.459963320944924	15.332827318317744	22.61830085341542	23.823467221328702	19.93971086682179	20.99277002684899	48.182884725212425	41.77042612097507	34.05024670180561	66.34559720593408	40.26265204793108	44.27918502439092	50.515612622281964	44.38802992790182	32.64866481651944	45.67212240802637	53.30247621718978	37.60236197369372	40.76754106721396	36.96948555156831	50.47542167879525	49.74749153674395	44.8979104293576	46.55454723801433	39.43493553010175	37.942674608041585	43.762164947987685	44.629976435530494	42.65013695820034	33.90691212668296
ENSMUSG00000027763.14	Mbnl1	-0.938333237867685	8.342714571389957	93.56327281484133	9.863304474086615e-11	1.7669267975919846e-9	548.7798609914181	495.4991508864211	444.16225266827655	458.541729919573	534.7324631463895	636.2267128519547	680.449734366927	660.9184451149537	283.00414199497334	260.46907366557286	278.36407906806846	362.08538106116794	230.15814528891946	253.3641243373763	268.66954929721214	263.8407344120309	240.44426202390474	288.0856951890894	248.67869120404265	231.21365400563627	222.80129513577793	235.73777934573886	190.7656224599072	220.4765602359454	230.71256847939918	226.206190130235	236.3360760555462	261.3247198291784	224.73779698706846	231.73256995371602	221.62244019002347	219.03865233837195
ENSMUSG00000045664.6	Cdc42ep2	-1.264067511640843	3.1128232050630684	93.35389966286803	1.011998291068749e-10	1.8110534398000664e-9	17.902702183505564	17.739595312451204	23.189944981417387	20.744413430665183	7.748447619090827	8.308183946933958	5.964870772126177	6.250656243949419	7.218058606695246	6.269979396594566	7.066199056146431	4.896354037338309	8.573340834086817	7.467319261178049	9.188731665987403	7.891205320515878	6.814384466327703	6.456765745833249	5.163429141754599	5.435993633153548	7.727453993273138	5.626697350013215	8.190655955871652	6.524942498971429	6.361305584446971	6.97412478079203	7.2031442933596255	8.242718966574552	7.226034657459933	7.58890287567725	7.247191240944199	7.247602467078484
ENSMUSG00000020423.7	Btg2	1.1873822003799055	6.032857568079426	93.33976510839324	1.013756588840412e-10	1.8110534398000664e-9	18.55263526607507	18.949113174663786	17.828828668509065	17.617719232419997	172.97401563542644	141.18907779699217	153.2687746971088	199.3723467999338	137.0493725063435	120.98410948358529	155.8538529321297	205.15723416447514	43.58782629666568	38.62824071863456	44.957550541392024	39.02715674820353	43.60343478137537	45.00745534595529	46.47086227579139	41.199109640742684	34.54380785101019	37.5529949063845	31.189049526545745	30.920746619329574	33.6042881961003	33.05916292193625	30.590568486356386	28.391587551534567	38.89068090925065	31.98180497606841	29.73847440249516	33.228773884149305
ENSMUSG00000021096.12	Ppm1a	-0.8117115016303327	7.237949763478098	93.33843955205795	1.0139216512985887e-10	1.8110534398000664e-9	227.00390029382302	232.5154099881997	229.84227727549973	230.77408332432745	174.40725450138544	168.4158974785107	173.09486897779485	196.1290817676959	162.78128273410772	146.7705036216925	144.06213325718537	195.85416149353233	133.04703228973045	123.79604418396258	131.15233587648362	136.20906574977408	121.40817894121827	154.72499680640118	135.12296877114727	120.4910468461403	118.75217136689477	118.03560663138833	125.88594375526873	136.192589612289	127.36440094077521	136.76530414280475	131.84489428098757	130.83680899324685	121.86829236907145	106.28981230040814	116.32991457446636	122.06488365605867
ENSMUSG00000031382.15	Asb11	-2.1333358652635637	6.6559373002258635	93.16795725657833	1.0353915154548585e-10	1.8460593749471811e-9	183.8719775414829	154.7030941858569	137.02015878805219	150.4420939232588	245.97962037021284	282.97874720460607	296.14163176279766	280.86675179180264	220.71323362940205	163.5934765097385	222.0994690835025	507.44589154464893	29.88650589826526	35.60094912626508	33.30354940404215	43.91627308808837	16.60467100972257	19.797583205974007	14.378164225501267	19.005541649747368	11.653836022287598	12.545451128547983	14.565649261426927	15.792854456109191	13.644539514465965	14.401114807090035	19.740262525472897	19.625521348987025	16.11649302815502	14.048504728188242	10.329330044564145	11.78265196402233
ENSMUSG00000038375.16	Trp53inp2	-0.7934989034855895	8.111065657051011	93.1668657466693	1.0355305283714174e-10	1.8460593749471811e-9	354.4498693031349	402.65425593943627	421.4710161810832	363.53832928058466	214.672308891921	219.21593787693217	243.93481043342666	227.02855225665343	165.2654197870613	142.97319215614934	141.2798173788277	138.6892281076076	219.98231084098464	231.2850776570282	228.19430688557009	210.23200261504803	209.69327389421073	240.84685756332408	230.52725183648994	208.1617712304588	280.276844837096	268.8310956117425	300.8351271279755	320.59494545901657	342.63466963184294	413.60182872060784	336.5418428707643	358.6236934504896	354.31927241747354	358.5304888348234	381.0606474907958	315.20713185767653
ENSMUSG00000020163.13	Uqcr11	-1.1610498896405028	6.6220835823688695	93.08455647632785	1.0460708844668778e-10	1.863041084440428e-9	153.62054678915666	127.22975988702828	169.99725796861617	168.48071429775027	85.14334638087666	115.66393434556855	126.28483548987133	99.89256299292751	72.13371555651938	60.0946616814451	72.20772160499634	87.03269301368843	74.55601538427834	62.68511790599735	65.26240636915931	74.40891973421222	65.46984569547756	90.20481556678804	74.31366095556042	89.87781954364401	85.67031427136868	87.31800702427915	105.26808565945387	97.87413748457143	108.23438777015569	108.59708587233304	118.71511227790168	107.28618337446241	99.29708298958987	109.13565087878712	89.21542320748549	99.94062349339804
ENSMUSG00000030341.18	Tnfrsf1a	0.9238384626170626	5.851699012439087	93.05405301905488	1.0500061131595262e-10	1.868237621108064e-9	31.019533486272017	32.656982279739715	31.543312259669886	34.27337871153378	65.39152325937924	63.21226701793729	57.09233453320769	65.86776438199529	68.19659268014016	70.60350038841345	77.86068084991348	56.67529798219092	62.41712625937972	60.74765128688089	62.617844572606835	59.91311865630806	68.48887678815439	51.79655462282408	68.1175459854549	63.147444836257385	65.57893388885853	56.76712437568888	65.16211511690993	56.604915182159786	56.97517175635112	55.475992574482056	50.877905261957864	50.590232810722114	60.28461497937079	48.01787950502926	59.47694880499032	66.2880132076652
ENSMUSG00000002416.14	Ndufb2	-1.3291557663321254	6.165246977854516	92.96826882543184	1.0611579721232187e-10	1.8862519539328695e-9	128.9230896515153	98.02854292789594	137.33185159694222	141.90381361266617	66.60081855253215	77.37621916843314	95.04027430254374	83.44036401121159	57.838209874428145	41.196413922695285	46.327767561860036	70.81352026500528	48.59561883994069	46.135923867710865	49.97773564671197	56.73948173392667	46.406820796003856	69.4577079864268	51.674010103251796	63.3518054991579	60.065291039604176	63.144048039037195	67.3812583561855	63.379218540964516	74.9527744950056	74.63219245938484	75.40506747605583	79.46155532856525	68.24137224264128	70.82976017298766	55.47849846515904	66.24562956750684
ENSMUSG00000120319.2	Gm35113	4.457154524430305	0.896574741118357	92.91558994969856	1.0680687433864005e-10	1.896700025731246e-9	0.2363393027525487	0.23038435470715848	0.2493542471120149	0.06012873458163821	0.08957742912243731	0.15014790265543299	0	0	3.280935730316021	2.1194296551868956	1.1040936025228798	1.3464973602680348	3.8860470135814076	3.673113798741635	4.930538942724948	5.060664281635183	4.097256482918556	5.412288934007282	2.144809028113449	3.433259136728557	1.8796509713367093	1.9589242625971934	0.8069611779183893	1.413044872388717	1.1524104319650308	0.7245843928095616	1.2309170627893031	1.6572662472477933	0.8525097067789809	0.6324085729731042	0.33320419498594017	0.7629055228503667
ENSMUSG00000005474.10	Myl10	-3.0074010434645717	0.8047959398814036	92.82018689295329	1.0807068777557074e-10	1.917288858874425e-9	2.5997323302780355	2.9374005225162705	5.049423504018302	5.832487254418907	2.597745444550682	2.0019720354057733	3.351689291004232	1.592148288553154	1.4061153129925805	1.1921791810426288	1.5898947876329468	2.14215489133551	0.48074808415440096	0.40363887898259726	0.6275231381649934	0.5146438252510356	1.2076124370707322	0.7121432807904319	1.1518418854683337	0.8174426516020373	1.420180733898847	1.0003017511134604	1.6139223558367786	1.4546050156942676	1.2446032665222333	1.5850283592709158	1.732401792073834	2.137001213556365	0.8931054071017894	0.767924695753055	1.2911662555705181	1.7801128866508555
ENSMUSG00000141451.1	ENSMUSG00000141451	5.918575627537285	0.3403064223085334	92.8037254217164	1.0829036369148456e-10	1.919331716315675e-9	0	0.05759608867678962	0	0	0	0	0	0.05896845513159829	1.7342088860241827	1.9869653017377145	0.927438626119219	1.1016796584011195	1.2819948910784025	0.7265499821686751	1.4791616828174843	1.5010444903155205	1.5957735775577533	2.23138227981002	2.0653716567018394	1.5940131706239729	2.464431273530352	2.334037419264741	1.4525301202531007	2.4936085983330303	1.0602175974078283	0.9963035401131471	1.7779913129178824	0.8722453932883123	0.9337011074245981	1.0389569413129567	0.957962060584578	1.3986601252256723
ENSMUSG00000039041.16	Adrm1	1.0612951286036703	7.07904236723886	92.75350336552007	1.0896351848238151e-10	1.9294003147285332e-9	76.16034031200881	82.99596378325384	87.33632505098322	81.89533650019125	124.1543167636981	147.49528970852035	129.92056624621492	125.95662016109395	217.10420432605443	194.36936129443154	201.25418186787053	281.0507217432189	162.49285244418752	172.3941652134673	186.28472587240802	164.12849326964275	120.41621158219587	141.1467982526636	189.02122527392413	137.04426054108157	115.6611897695855	127.6635109858554	127.17708163993815	115.16315709968045	109.89385879218534	111.1331312471665	111.05607277610157	94.24611474480214	103.60022722380758	85.96239388341552	101.29407527572582	97.94859240595541
ENSMUSG00000016757.12	Ttll12	1.393061890570048	4.288784503119687	92.70063156401069	1.0967701563095212e-10	1.9401631609012936e-9	7.858281816522244	7.5450876166594405	9.475461390256566	8.478151576010989	7.569292760845952	6.406310513298474	5.964870772126177	7.488993801712983	16.357808141147018	15.01262672424051	14.044070624091031	7.344531056007463	21.43335208521704	24.86415494532799	21.82884059188227	19.42780440322659	22.038926976540864	23.88053801583915	25.53911490883236	25.708571392884075	24.017762411524618	26.132883247839153	24.370227573135356	28.05309673124659	28.994646468240177	30.523117547102782	28.128734360777777	26.865158113280017	23.707888988520228	23.805665568344704	29.821775451241646	26.74407693992119
ENSMUSG00000026663.7	Atf6	0.6738516336913463	6.567888517100064	92.6873192162228	1.0985744817358482e-10	1.941484565316039e-9	52.526410036753944	54.25551553353582	52.61374614063514	47.982730196147294	88.09940154191709	85.68440311536709	79.30437712274421	74.59509574147184	133.25286116126355	118.46728676805085	112.75003868963648	139.17886351134143	80.88586515897795	84.52198125895586	88.52558556256156	76.93925187502981	102.25889601052522	108.95792196093608	108.39229329114077	100.13672482124957	91.55988731489037	100.23857130949469	97.80369476370878	105.85368499923713	108.6031591083845	102.16639938614819	99.20279735664901	101.52936377875955	107.09145745156911	104.39258658148883	113.37272734396615	110.62130081330317
ENSMUSG00000031822.21	Gse1	1.145061462959531	5.6361293647554165	92.65394960639905	1.1031112555957247e-10	1.947627776466221e-9	29.424243192692312	34.212076674013034	27.61598286765565	26.336385746757536	29.73970646864919	31.180714451444917	40.504312957390134	36.38353681619615	55.588425373640014	52.632503103807906	42.97132301019048	62.428513976063435	56.56802456883451	67.12514557480593	77.85769221375668	58.66939607861805	50.76285137258042	60.15236911743181	59.57802855870691	53.21551661929263	46.072333808542005	58.225897762729346	55.07510039293007	60.42844836627043	54.30157955419225	62.314257781622295	47.86899688625068	49.1510279117964	51.23177380738447	48.108223586882566	50.98024183284885	50.351764508124205
